chimera_id	seq1_id	seq1_file	seq2_id	seq2_file	breakpoints	reversed	ratio	length
chimera_m369701/1217/CCS|F_and_m11387/914/CCS|F_at_248_reversed_no_3	m369701/1217/CCS|F	Rhizidium.full_and_partial.fasta	m11387/914/CCS|F	Amphinema.full_and_partial.fasta	248	no	0.008470157329976191	505
chimera_m278605/1320/CCS|F_and_m82592/1623/CCS|F_at_163_reversed_no_4	m278605/1320/CCS|F	Rhizidium.full_and_partial.fasta	m82592/1623/CCS|F	Chrysomyxa.full_and_partial.fasta	163	no	0.06312042189631424	597
chimera_m270300/1478/CCS|F_and_m266599/1327/CCS|F_at_223_reversed_no_5	m270300/1478/CCS|F	Rhizidium.full_and_partial.fasta	m266599/1327/CCS|F	Olpidium.full_and_partial.fasta	223	no	0.018092377491053344	512
chimera_m289957/1423/CCS|F_and_m297348/1004/CCS|F_at_195_reversed_no_6	m289957/1423/CCS|F	Rhizidium.full_and_partial.fasta	m297348/1004/CCS|F	Phellinopsis.full_and_partial.fasta	195	no	0.016952317146118737	638
chimera_m435300/1327/CCS|F_and_m49563/1481/CCS|F_at_71_reversed_no_7	m435300/1327/CCS|F	Rhizidium.full_and_partial.fasta	m49563/1481/CCS|F	Mrakia.full_and_partial.fasta	71	no	0.08593989580910351	557
chimera_m102732/1290/CCS|F_and_m12865/662/CCS|F_at_250_reversed_no_8	m102732/1290/CCS|F	Rhizidium.full_and_partial.fasta	m12865/662/CCS|F	Trechispora_hymenocystis_1.full_and_partial.fasta	250	no	0.043777750397583005	498
chimera_m231954/1417/CCS|F_and_m164346/568/CCS|F_at_103_reversed_yes_0	m231954/1417/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	m164346/568/CCS|F	Buckleyzyma.full_and_partial.fasta	103	yes	0.008982463868131244	433
chimera_m234988/1401/CCS|F_and_m339191/839/CCS|F_at_223_reversed_no_1	m234988/1401/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	m339191/839/CCS|F	Absidia.full_and_partial.fasta	223	no	0.06007729632879246	437
chimera_m40189/1213/CCS|F_and_m43153/470/CCS|F_at_259_reversed_no_2	m40189/1213/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	m43153/470/CCS|F	Hyphodontia.full_and_partial.fasta	259	no	0.01223842901081297	415
chimera_m112283/649/CCS|F_and_m455167/395/CCS|F_at_79_reversed_no_3	m112283/649/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	m455167/395/CCS|F	Orbilia.full_and_partial.fasta	79	no	0.06374980959396899	395
chimera_m259336/1150/CCS|F_and_m206924/605/CCS|F_at_226_reversed_no_4	m259336/1150/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	m206924/605/CCS|F	Exophiala_sal.full_and_partial.fasta	226	no	0.02157033577877296	424
chimera_m27026/1543/CCS|F_and_m71923/694/CCS|F_at_302_reversed_no_5	m27026/1543/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	m71923/694/CCS|F	Resinicium.full_and_partial.fasta	302	no	0.012550965122927873	434
chimera_m72228/1391/CCS|F_and_m416452/343/CCS|F_at_141_reversed_yes_0	m72228/1391/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	m416452/343/CCS|F	Rhizopogon.full_and_partial.fasta	141	yes	0.014181103366399384	343
chimera_m258315/2095/CCS|F_and_m271729/273/CCS|F_at_78_reversed_no_1	m258315/2095/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	m271729/273/CCS|F	Tomentella.full_and_partial.fasta	78	no	0.07500226701533678	273
chimera_m174611/1331/CCS|F_and_m183213/275/CCS|F_at_220_reversed_no_2	m174611/1331/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	m183213/275/CCS|F	Naganishia_vaughanmartiniae_1.full_and_partial.fasta	220	no	0.07335318695103743	275
chimera_m72228/1391/CCS|F_and_m305498/332/CCS|F_at_263_reversed_no_3	m72228/1391/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	m305498/332/CCS|F	Gomphi_ros.full_and_partial.fasta	263	no	0.07250313895456369	332
chimera_m124196/1042/CCS|F_and_m235581/307/CCS|F_at_127_reversed_no_4	m124196/1042/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	m235581/307/CCS|F	Paxillus.full_and_partial.fasta	127	no	0.03407272161605131	307
chimera_m160353/1463/CCS|F_and_m314483/341/CCS|F_at_122_reversed_no_5	m160353/1463/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	m314483/341/CCS|F	Blyttiomyces.full_and_partial.fasta	122	no	0.04830779464006253	341
chimera_m2204/1444/CCS|F_and_m54528/898/CCS|F_at_100_reversed_no_6	m2204/1444/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	m54528/898/CCS|F	Vuilleminia.full_and_partial.fasta	100	no	0.053456126452948734	368
chimera_m10235/1755/CCS|F_and_m8991/315/CCS|F_at_215_reversed_no_0	m10235/1755/CCS|F	Microbotryum.full_and_partial.fasta	m8991/315/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	215	no	0.04563856296438464	315
chimera_m392925/1844/CCS|F_and_m80979/377/CCS|F_at_289_reversed_no_1	m392925/1844/CCS|F	Microbotryum.full_and_partial.fasta	m80979/377/CCS|F	Rhizophydium.full_and_partial.fasta	289	no	0.08863806823699528	377
chimera_m37666/1786/CCS|F_and_m147557/361/CCS|F_at_269_reversed_no_2	m37666/1786/CCS|F	Microbotryum.full_and_partial.fasta	m147557/361/CCS|F	Skeletocutis.full_and_partial.fasta	269	no	0.03459916250363493	361
chimera_m198688/1077/CCS|F_and_m58708/646/CCS|F_at_139_reversed_no_3	m198688/1077/CCS|F	Microbotryum.full_and_partial.fasta	m58708/646/CCS|F	Venturia.full_and_partial.fasta	139	no	0.005119228881711166	378
chimera_m393294/1425/CCS|F_and_m227572/275/CCS|F_at_192_reversed_no_4	m393294/1425/CCS|F	Microbotryum.full_and_partial.fasta	m227572/275/CCS|F	Otidea.full_and_partial.fasta	192	no	0.01770011720860068	275
chimera_m62474/1571/CCS|F_and_m203010/382/CCS|F_at_209_reversed_no_5	m62474/1571/CCS|F	Microbotryum.full_and_partial.fasta	m203010/382/CCS|F	Minimedusa.full_and_partial.fasta	209	no	0.024792602438061764	382
chimera_m50433/1749/CCS|F_and_m199651/417/CCS|F_at_239_reversed_no_6	m50433/1749/CCS|F	Microbotryum.full_and_partial.fasta	m199651/417/CCS|F	Olpidium.full_and_partial.fasta	239	no	0.09434788112660064	316
chimera_m287205/814/CCS|F_and_m259833/315/CCS|F_at_180_reversed_yes_0	m287205/814/CCS|F	Symmetrospora_symmetrica_1.full_and_partial.fasta	m259833/315/CCS|F	Absidia_caerulea_1.full_and_partial.fasta	180	yes	0.09505303703972592	315
chimera_m7987/1006/CCS|F_and_m47823/329/CCS|F_at_234_reversed_no_1	m7987/1006/CCS|F	Symmetrospora_symmetrica_1.full_and_partial.fasta	m47823/329/CCS|F	Thermomyces.full_and_partial.fasta	234	no	0.05954684935318871	329
chimera_m39601/915/CCS|F_and_m122525/322/CCS|F_at_125_reversed_no_2	m39601/915/CCS|F	Symmetrospora_symmetrica_1.full_and_partial.fasta	m122525/322/CCS|F	Exophiala.full_and_partial.fasta	125	no	0.08807393694004378	322
chimera_m121604/1204/CCS|F_and_m238945/337/CCS|F_at_86_reversed_yes_0	m121604/1204/CCS|F	Cystofilobasidium.full_and_partial.fasta	m238945/337/CCS|F	Gomphi_ros.full_and_partial.fasta	86	yes	0.07750488373602282	337
chimera_m50846/1237/CCS|F_and_m208976/339/CCS|F_at_220_reversed_no_1	m50846/1237/CCS|F	Cystofilobasidium.full_and_partial.fasta	m208976/339/CCS|F	Rhizoclosmatium.full_and_partial.fasta	220	no	0.031756763213223405	339
chimera_m283801/922/CCS|F_and_m695/370/CCS|F_at_167_reversed_yes_0	m283801/922/CCS|F	Absidia_caerulea_1.full_and_partial.fasta	m695/370/CCS|F	Peniophora_lycii_1.full_and_partial.fasta	167	yes	0.02110687512780482	370
chimera_m289245/1259/CCS|F_and_m98725/291/CCS|F_at_138_reversed_no_1	m289245/1259/CCS|F	Absidia_caerulea_1.full_and_partial.fasta	m98725/291/CCS|F	Oedocephalum.full_and_partial.fasta	138	no	0.043590031024806235	291
chimera_m151737/1428/CCS|F_and_m73621/282/CCS|F_at_99_reversed_no_2	m151737/1428/CCS|F	Absidia_caerulea_1.full_and_partial.fasta	m73621/282/CCS|F	Gonapodya.full_and_partial.fasta	99	no	0.07351223957970664	282
chimera_m283801/922/CCS|F_and_m128910/831/CCS|T_at_59_reversed_no_3	m283801/922/CCS|F	Absidia_caerulea_1.full_and_partial.fasta	m128910/831/CCS|T	Lecidea.full_and_partial.fasta	59	no	0.0624774893007221	365
chimera_m281162/1415/CCS|F_and_m364812/416/CCS|F_at_261_reversed_no_4	m281162/1415/CCS|F	Absidia_caerulea_1.full_and_partial.fasta	m364812/416/CCS|F	Venturia.full_and_partial.fasta	261	no	0.056169902434621874	360
chimera_m260308/1461/CCS|F_and_m73621/282/CCS|F_at_191_reversed_no_0	m260308/1461/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	m73621/282/CCS|F	Gonapodya.full_and_partial.fasta	191	no	0.075332494034934	282
chimera_m201651/1659/CCS|F_and_m227944/918/CCS|F_at_250_reversed_no_1	m201651/1659/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	m227944/918/CCS|F	Olpidium.full_and_partial.fasta	250	no	0.00642442939781078	350
chimera_m240798/681/CCS|F_and_m262286/314/CCS|F_at_105_reversed_no_2	m240798/681/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	m262286/314/CCS|F	Byssoporia.full_and_partial.fasta	105	no	0.032558438239477	314
chimera_m76295/1294/CCS|F_and_m268262/1208/CCS|T_at_88_reversed_no_3	m76295/1294/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	m268262/1208/CCS|T	Devriesia.full_and_partial.fasta	88	no	0.025628803595247412	360
chimera_m62573/1785/CCS|F_and_m276217/340/CCS|F_at_191_reversed_no_4	m62573/1785/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	m276217/340/CCS|F	Sphagnurus.full_and_partial.fasta	191	no	0.09157947167600466	340
chimera_m45134/1465/CCS|F_and_m24089/363/CCS|F_at_145_reversed_no_5	m45134/1465/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	m24089/363/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	145	no	0.04284182739046262	363
chimera_m288980/762/CCS|F_and_m193564/281/CCS|F_at_112_reversed_no_0	m288980/762/CCS|F	Rhizopus.full_and_partial.fasta	m193564/281/CCS|F	Rhizophlyctis.full_and_partial.fasta	112	no	0.04989911144426846	281
chimera_m290363/1375/CCS|F_and_m35773/299/CCS|F_at_217_reversed_no_1	m290363/1375/CCS|F	Rhizopus.full_and_partial.fasta	m35773/299/CCS|F	Umbelopsis.full_and_partial.fasta	217	no	0.0683201224518753	299
chimera_m306967/1408/CCS|F_and_m179119/1142/CCS|F_at_235_reversed_no_2	m306967/1408/CCS|F	Rhizopus.full_and_partial.fasta	m179119/1142/CCS|F	Symmetrospora_symmetrica_1.full_and_partial.fasta	235	no	0.05247735119163909	349
chimera_m171610/1267/CCS|F_and_m127710/567/CCS|F_at_206_reversed_no_3	m171610/1267/CCS|F	Rhizopus.full_and_partial.fasta	m127710/567/CCS|F	Devriesia.full_and_partial.fasta	206	no	0.06285275506596184	352
chimera_m7139/786/CCS|F_and_m94093/333/CCS|F_at_245_reversed_no_0	m7139/786/CCS|F	Coralloidiomyces.full_and_partial.fasta	m94093/333/CCS|F	Gymnopus_pseudomphalodes_1.full_and_partial.fasta	245	no	0.09957867135795977	333
chimera_m161769/1351/CCS|F_and_m40052/318/CCS|F_at_75_reversed_no_1	m161769/1351/CCS|F	Coralloidiomyces.full_and_partial.fasta	m40052/318/CCS|F	Serpula.full_and_partial.fasta	75	no	0.06402992444854265	318
chimera_m48067/747/CCS|F_and_m178088/284/CCS|F_at_149_reversed_no_2	m48067/747/CCS|F	Coralloidiomyces.full_and_partial.fasta	m178088/284/CCS|F	Debaryomyces.full_and_partial.fasta	149	no	0.032575622353177985	284
chimera_m284225/1230/CCS|F_and_m355210/368/CCS|F_at_89_reversed_no_0	m284225/1230/CCS|F	Mucor_hiemalis_1.full_and_partial.fasta	m355210/368/CCS|F	Paxillus.full_and_partial.fasta	89	no	0.0799939448300709	368
chimera_m6916/1401/CCS|F_and_m66085/306/CCS|F_at_248_reversed_no_1	m6916/1401/CCS|F	Mucor_hiemalis_1.full_and_partial.fasta	m66085/306/CCS|F	Exidia.full_and_partial.fasta	248	no	0.004980906147366751	306
chimera_m257095/883/CCS|F_and_m246061/350/CCS|F_at_258_reversed_no_2	m257095/883/CCS|F	Mucor_hiemalis_1.full_and_partial.fasta	m246061/350/CCS|F	Trechispora_byssinella_1.full_and_partial.fasta	258	no	0.024081297357472692	350
chimera_m295503/1202/CCS|F_and_m143062/867/CCS|F_at_216_reversed_yes_0	m295503/1202/CCS|F	Cystoderma_jasonis_1.full_and_partial.fasta	m143062/867/CCS|F	Exophiala_cancerae_1.full_and_partial.fasta	216	yes	0.07829753257638788	416
chimera_m164320/896/CCS|F_and_m66229/1197/CCS|F_at_92_reversed_no_1	m164320/896/CCS|F	Cystoderma_jasonis_1.full_and_partial.fasta	m66229/1197/CCS|F	Cystofilobasidium.full_and_partial.fasta	92	no	0.09342446931881251	388
chimera_m103240/1074/CCS|F_and_m152053/1468/CCS|F_at_68_reversed_no_2	m103240/1074/CCS|F	Cystoderma_jasonis_1.full_and_partial.fasta	m152053/1468/CCS|F	Thermomyces.full_and_partial.fasta	68	no	0.07369378235912119	417
chimera_m163519/733/CCS|F_and_m96200/1161/CCS|F_at_308_reversed_no_3	m163519/733/CCS|F	Cystoderma_jasonis_1.full_and_partial.fasta	m96200/1161/CCS|F	Orbilia.full_and_partial.fasta	308	no	0.02566716356418368	441
chimera_m179526/1311/CCS|F_and_m225964/334/CCS|F_at_224_reversed_no_4	m179526/1311/CCS|F	Cystoderma_jasonis_1.full_and_partial.fasta	m225964/334/CCS|F	Rhizophlyctis.full_and_partial.fasta	224	no	0.010746277386913722	334
chimera_m293110/684/CCS|F_and_m114323/1467/CCS|F_at_153_reversed_no_5	m293110/684/CCS|F	Cystoderma_jasonis_1.full_and_partial.fasta	m114323/1467/CCS|F	Olpidium.full_and_partial.fasta	153	no	0.05359224950726644	385
chimera_m6765/1146/CCS|F_and_m104912/303/CCS|F_at_78_reversed_yes_0	m6765/1146/CCS|F	Phlebia.full_and_partial.fasta	m104912/303/CCS|F	Xanthoporia.full_and_partial.fasta	78	yes	0.06686148327017702	303
chimera_m129547/1874/CCS|F_and_m263291/345/CCS|F_at_171_reversed_no_1	m129547/1874/CCS|F	Phlebia.full_and_partial.fasta	m263291/345/CCS|F	Stropharia.full_and_partial.fasta	171	no	0.0812568832051144	345
chimera_m106923/1726/CCS|F_and_m248506/378/CCS|F_at_75_reversed_no_2	m106923/1726/CCS|F	Phlebia.full_and_partial.fasta	m248506/378/CCS|F	Cystobasidium_laryngis_1.full_and_partial.fasta	75	no	0.035212306182253295	350
chimera_m90822/1459/CCS|F_and_m336795/338/CCS|F_at_129_reversed_no_3	m90822/1459/CCS|F	Phlebia.full_and_partial.fasta	m336795/338/CCS|F	Olpidium.full_and_partial.fasta	129	no	0.012532997980120253	338
chimera_m86379/804/CCS|F_and_m385477/659/CCS|F_at_57_reversed_no_4	m86379/804/CCS|F	Phlebia.full_and_partial.fasta	m385477/659/CCS|F	Arcticomyces.full_and_partial.fasta	57	no	0.08878836263701284	355
chimera_m103064/1428/CCS|F_and_m6945/1303/CCS|F_at_362_reversed_no_0	m103064/1428/CCS|F	Geranomyces.full_and_partial.fasta	m6945/1303/CCS|F	Sistotremastrum.full_and_partial.fasta	362	no	0.0849305687161902	509
chimera_m412411/1033/CCS|F_and_m176175/1245/CCS|F_at_358_reversed_no_1	m412411/1033/CCS|F	Geranomyces.full_and_partial.fasta	m176175/1245/CCS|F	Cystobasidium_laryngis_1.full_and_partial.fasta	358	no	0.09791424215926951	415
chimera_m211408/1409/CCS|F_and_m79225/479/CCS|F_at_306_reversed_no_2	m211408/1409/CCS|F	Geranomyces.full_and_partial.fasta	m79225/479/CCS|F	Plicaturopsis.full_and_partial.fasta	306	no	0.025491310598136488	443
chimera_m429489/1276/CCS|F_and_m169761/573/CCS|F_at_137_reversed_no_3	m429489/1276/CCS|F	Geranomyces.full_and_partial.fasta	m169761/573/CCS|F	Peniophora_lycii_1.full_and_partial.fasta	137	no	0.02432324641324271	450
chimera_m412411/1033/CCS|F_and_m15258/790/CCS|F_at_78_reversed_no_4	m412411/1033/CCS|F	Geranomyces.full_and_partial.fasta	m15258/790/CCS|F	Peniophora_lycii_1.full_and_partial.fasta	78	no	0.019171566585272345	545
chimera_m87088/1608/CCS|F_and_m130280/1021/CCS|F_at_425_reversed_no_5	m87088/1608/CCS|F	Geranomyces.full_and_partial.fasta	m130280/1021/CCS|F	Blyttiomyces.full_and_partial.fasta	425	no	0.029060613347330677	475
chimera_m31336/1454/CCS|F_and_m114472/1316/CCS|F_at_302_reversed_yes_0	m31336/1454/CCS|F	Amanita.full_and_partial.fasta	m114472/1316/CCS|F	Rhamphospora.full_and_partial.fasta	302	yes	0.037298512550245494	389
chimera_m92152/1191/CCS|F_and_m289935/382/CCS|F_at_222_reversed_no_1	m92152/1191/CCS|F	Amanita.full_and_partial.fasta	m289935/382/CCS|F	Malassezia.full_and_partial.fasta	222	no	0.005653706960634469	382
chimera_m293509/1358/CCS|F_and_m307530/384/CCS|F_at_153_reversed_no_2	m293509/1358/CCS|F	Amanita.full_and_partial.fasta	m307530/384/CCS|F	Galerina.full_and_partial.fasta	153	no	0.07436980531794256	384
chimera_m108725/570/CCS|F_and_m131885/295/CCS|F_at_54_reversed_no_3	m108725/570/CCS|F	Amanita.full_and_partial.fasta	m131885/295/CCS|F	Rhizopus.full_and_partial.fasta	54	no	0.03323626545654554	295
chimera_m104089/1245/CCS|F_and_m274834/300/CCS|F_at_93_reversed_yes_0	m104089/1245/CCS|F	Umbelopsis.full_and_partial.fasta	m274834/300/CCS|F	Paxillus.full_and_partial.fasta	93	yes	0.09704717830121692	300
chimera_m199566/1086/CCS|F_and_m293820/351/CCS|F_at_277_reversed_no_1	m199566/1086/CCS|F	Umbelopsis.full_and_partial.fasta	m293820/351/CCS|F	Microbotryum.full_and_partial.fasta	277	no	0.045125184079369565	351
chimera_m109747/932/CCS|F_and_m103586/304/CCS|F_at_205_reversed_no_2	m109747/932/CCS|F	Umbelopsis.full_and_partial.fasta	m103586/304/CCS|F	Hypholoma.full_and_partial.fasta	205	no	0.02308546454626796	304
chimera_m222649/1300/CCS|F_and_m179102/335/CCS|F_at_126_reversed_no_3	m222649/1300/CCS|F	Umbelopsis.full_and_partial.fasta	m179102/335/CCS|F	Anthracocystis.full_and_partial.fasta	126	no	0.039717464847134884	335
chimera_m229335/1122/CCS|F_and_m73303/1151/CCS|F_at_102_reversed_no_4	m229335/1122/CCS|F	Umbelopsis.full_and_partial.fasta	m73303/1151/CCS|F	Cystobasidium_laryngis_1.full_and_partial.fasta	102	no	0.020885922335138765	344
chimera_m58502/793/CCS|F_and_m197600/309/CCS|F_at_126_reversed_no_5	m58502/793/CCS|F	Umbelopsis.full_and_partial.fasta	m197600/309/CCS|F	Thelephora.full_and_partial.fasta	126	no	0.06010789571267297	309
chimera_m26888/1539/CCS|F_and_m297731/324/CCS|F_at_153_reversed_no_6	m26888/1539/CCS|F	Umbelopsis.full_and_partial.fasta	m297731/324/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	153	no	0.010206284817129721	324
chimera_m103764/1610/CCS|F_and_m116061/859/CCS|F_at_311_reversed_yes_0	m103764/1610/CCS|F	Pluteus.full_and_partial.fasta	m116061/859/CCS|F	Amanita.full_and_partial.fasta	311	yes	0.0761215386907502	414
chimera_m230576/1736/CCS|F_and_m183875/774/CCS|F_at_248_reversed_no_1	m230576/1736/CCS|F	Pluteus.full_and_partial.fasta	m183875/774/CCS|F	Burgoa.full_and_partial.fasta	248	no	0.008074834737924835	390
chimera_m99444/600/CCS|F_and_m7909/464/CCS|F_at_64_reversed_no_2	m99444/600/CCS|F	Pluteus.full_and_partial.fasta	m7909/464/CCS|F	Melampsora.full_and_partial.fasta	64	no	0.08726829740234308	399
chimera_m219248/1360/CCS|F_and_m163812/408/CCS|F_at_145_reversed_no_3	m219248/1360/CCS|F	Pluteus.full_and_partial.fasta	m163812/408/CCS|F	Absidia.full_and_partial.fasta	145	no	0.011548777142973865	408
chimera_m222331/1686/CCS|F_and_m62291/412/CCS|F_at_340_reversed_no_4	m222331/1686/CCS|F	Pluteus.full_and_partial.fasta	m62291/412/CCS|F	Sphagnurus.full_and_partial.fasta	340	no	0.08989263278676729	412
chimera_m206302/1582/CCS|F_and_m398732/379/CCS|F_at_113_reversed_yes_0	m206302/1582/CCS|F	Blyttiomyces.full_and_partial.fasta	m398732/379/CCS|F	Malassezia.full_and_partial.fasta	113	yes	0.03971869133535323	379
chimera_m95099/1116/CCS|F_and_m58708/646/CCS|F_at_134_reversed_no_1	m95099/1116/CCS|F	Blyttiomyces.full_and_partial.fasta	m58708/646/CCS|F	Venturia.full_and_partial.fasta	134	no	0.006997389433391371	378
chimera_m86437/1504/CCS|F_and_m331817/384/CCS|F_at_278_reversed_no_2	m86437/1504/CCS|F	Blyttiomyces.full_and_partial.fasta	m331817/384/CCS|F	Otidea.full_and_partial.fasta	278	no	0.08148121307243997	384
chimera_m76093/1468/CCS|F_and_m3679/292/CCS|F_at_62_reversed_no_3	m76093/1468/CCS|F	Blyttiomyces.full_and_partial.fasta	m3679/292/CCS|F	Knufia_epidermidis_1.full_and_partial.fasta	62	no	0.031716103523627734	292
chimera_m10247/645/CCS|F_and_m242986/565/CCS|F_at_178_reversed_yes_0	m10247/645/CCS|F	Gymnopus_pseudomphalodes_1.full_and_partial.fasta	m242986/565/CCS|F	Arthrinium.full_and_partial.fasta	178	yes	0.01231886730186034	418
chimera_m65482/1041/CCS|F_and_m137940/382/CCS|F_at_95_reversed_no_1	m65482/1041/CCS|F	Gymnopus_pseudomphalodes_1.full_and_partial.fasta	m137940/382/CCS|F	Glaciozyma.full_and_partial.fasta	95	no	0.09937571020873792	382
chimera_m115798/1487/CCS|F_and_m279682/816/CCS|F_at_229_reversed_yes_0	m115798/1487/CCS|F	Merulicium.full_and_partial.fasta	m279682/816/CCS|F	Ochroconis.full_and_partial.fasta	229	yes	0.09348356852975608	410
chimera_m99381/922/CCS|F_and_m28330/770/CCS|F_at_187_reversed_no_1	m99381/922/CCS|F	Merulicium.full_and_partial.fasta	m28330/770/CCS|F	Naganishia_diffluens_1.full_and_partial.fasta	187	no	0.06961091976723888	404
chimera_m84508/1530/CCS|F_and_m277450/334/CCS|F_at_189_reversed_no_2	m84508/1530/CCS|F	Merulicium.full_and_partial.fasta	m277450/334/CCS|F	Otidea.full_and_partial.fasta	189	no	0.07733076119915301	334
chimera_m13994/808/CCS|F_and_m306749/1133/CCS|F_at_282_reversed_no_3	m13994/808/CCS|F	Merulicium.full_and_partial.fasta	m306749/1133/CCS|F	Arcticomyces.full_and_partial.fasta	282	no	0.058861867275250244	391
chimera_m197715/1078/CCS|F_and_m131259/260/CCS|F_at_210_reversed_no_0	m197715/1078/CCS|F	Phallus.full_and_partial.fasta	m131259/260/CCS|F	Microbotryum.full_and_partial.fasta	210	no	0.07535499082803716	260
chimera_m142424/1538/CCS|F_and_m154064/542/CCS|F_at_155_reversed_no_1	m142424/1538/CCS|F	Phallus.full_and_partial.fasta	m154064/542/CCS|F	Olpidium.full_and_partial.fasta	155	no	0.021408818618093392	320
chimera_m81784/1486/CCS|F_and_m50354/853/CCS|F_at_124_reversed_no_0	m81784/1486/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	m50354/853/CCS|F	Wallemia.full_and_partial.fasta	124	no	0.06423463003367594	346
chimera_m178418/1251/CCS|F_and_m128187/273/CCS|F_at_179_reversed_no_1	m178418/1251/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	m128187/273/CCS|F	Paxillus.full_and_partial.fasta	179	no	0.08824884600794504	273
chimera_m149444/1116/CCS|F_and_m85220/321/CCS|F_at_166_reversed_no_2	m149444/1116/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	m85220/321/CCS|F	Serpula.full_and_partial.fasta	166	no	0.03336744243286348	321
chimera_m161368/1773/CCS|F_and_m208930/347/CCS|F_at_57_reversed_no_3	m161368/1773/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	m208930/347/CCS|F	Cerrena.full_and_partial.fasta	57	no	0.0893694509262253	347
chimera_m249007/914/CCS|F_and_m6905/332/CCS|F_at_160_reversed_no_4	m249007/914/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	m6905/332/CCS|F	Absidia.full_and_partial.fasta	160	no	0.08629418461767269	332
chimera_m148125/1761/CCS|F_and_m69974/1049/CCS|F_at_257_reversed_no_0	m148125/1761/CCS|F	Lactarius.full_and_partial.fasta	m69974/1049/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	257	no	0.02605786866344055	397
chimera_m331581/654/CCS|F_and_m268011/373/CCS|F_at_275_reversed_no_1	m331581/654/CCS|F	Lactarius.full_and_partial.fasta	m268011/373/CCS|F	Dendrochytridium.full_and_partial.fasta	275	no	0.03893908352263996	373
chimera_m350038/1212/CCS|F_and_m312852/610/CCS|F_at_83_reversed_no_2	m350038/1212/CCS|F	Lactarius.full_and_partial.fasta	m312852/610/CCS|F	Olpidium.full_and_partial.fasta	83	no	0.09931306747057933	314
chimera_m177264/1547/CCS|F_and_m17078/1054/CCS|F_at_282_reversed_no_3	m177264/1547/CCS|F	Lactarius.full_and_partial.fasta	m17078/1054/CCS|F	Amauroascus.full_and_partial.fasta	282	no	0.007762756990029512	396
chimera_m285913/1509/CCS|F_and_m335742/864/CCS|T_at_114_reversed_no_4	m285913/1509/CCS|F	Lactarius.full_and_partial.fasta	m335742/864/CCS|T	Devriesia.full_and_partial.fasta	114	no	0.02457956853067153	369
chimera_m328949/1242/CCS|F_and_m186460/405/CCS|F_at_194_reversed_no_5	m328949/1242/CCS|F	Lactarius.full_and_partial.fasta	m186460/405/CCS|F	Cystofilobasidium.full_and_partial.fasta	194	no	0.09914642859634205	405
chimera_m94004/874/CCS|F_and_m247023/314/CCS|F_at_85_reversed_yes_0	m94004/874/CCS|F	Stereum.full_and_partial.fasta	m247023/314/CCS|F	Hastodontia.full_and_partial.fasta	85	yes	0.01053686944265586	314
chimera_m164914/1257/CCS|F_and_m90666/350/CCS|F_at_84_reversed_no_1	m164914/1257/CCS|F	Stereum.full_and_partial.fasta	m90666/350/CCS|F	Phaeoclavulina.full_and_partial.fasta	84	no	0.018840903298213058	350
chimera_m61256/1230/CCS|F_and_m102758/357/CCS|F_at_305_reversed_no_2	m61256/1230/CCS|F	Stereum.full_and_partial.fasta	m102758/357/CCS|F	Plicaturopsis.full_and_partial.fasta	305	no	0.09868489515330911	357
chimera_m224957/957/CCS|F_and_m131885/295/CCS|F_at_151_reversed_no_3	m224957/957/CCS|F	Stereum.full_and_partial.fasta	m131885/295/CCS|F	Rhizopus.full_and_partial.fasta	151	no	0.020637395156884328	295
chimera_m11747/1068/CCS|F_and_m236070/1043/CCS|F_at_121_reversed_yes_0	m11747/1068/CCS|F	Suillus_variegatus_1.full_and_partial.fasta	m236070/1043/CCS|F	Naganishia_diffluens_1.full_and_partial.fasta	121	yes	0.022682663129825947	390
