chimera_id	seq1_id	seq1_file	seq2_id	seq2_file	breakpoints	reversed	ratio	length
chimera_m181789/1248/CCS|F_and_m11406/363/CCS|F_at_46_reversed_no_1	m181789/1248/CCS|F	Sphagnurus.full_and_partial.fasta	m11406/363/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	46	no	0.08319348117508857	363
chimera_m122561/1518/CCS|F_and_m27544/1228/CCS|F_at_211_reversed_no_2	m122561/1518/CCS|F	Sphagnurus.full_and_partial.fasta	m27544/1228/CCS|F	Leucothecium.full_and_partial.fasta	211	no	0.008565432528910039	413
chimera_m218887/1321/CCS|F_and_m246509/1187/CCS|F_at_158_reversed_no_3	m218887/1321/CCS|F	Sphagnurus.full_and_partial.fasta	m246509/1187/CCS|F	Naganishia_diffluens_1.full_and_partial.fasta	158	no	0.014875636524874683	369
chimera_m243859/606/CCS|F_and_m174469/334/CCS|F_at_115_reversed_no_4	m243859/606/CCS|F	Sphagnurus.full_and_partial.fasta	m174469/334/CCS|F	Absidia.full_and_partial.fasta	115	no	0.0775164528825287	334
chimera_m38177/1409/CCS|F_and_m50856/886/CCS|F_at_306_reversed_no_5	m38177/1409/CCS|F	Sphagnurus.full_and_partial.fasta	m50856/886/CCS|F	Knufia_epidermidis_1.full_and_partial.fasta	306	no	0.07869053373142407	382
chimera_m11858/1841/CCS|F_and_m100951/324/CCS|F_at_284_reversed_no_0	m11858/1841/CCS|F	Minimedusa.full_and_partial.fasta	m100951/324/CCS|F	Cylindrobasidium.full_and_partial.fasta	284	no	0.06336840648494	324
chimera_m46072/1107/CCS|F_and_m85525/961/CCS|F_at_64_reversed_no_1	m46072/1107/CCS|F	Minimedusa.full_and_partial.fasta	m85525/961/CCS|F	Basidiobolus.full_and_partial.fasta	64	no	0.08530152650372182	394
chimera_m32297/1752/CCS|F_and_m274739/596/CCS|F_at_344_reversed_no_2	m32297/1752/CCS|F	Minimedusa.full_and_partial.fasta	m274739/596/CCS|F	Candida.full_and_partial.fasta	344	no	0.06176039165618889	380
chimera_m28544/1505/CCS|F_and_m216703/1854/CCS|F_at_91_reversed_no_3	m28544/1505/CCS|F	Minimedusa.full_and_partial.fasta	m216703/1854/CCS|F	Pseudoplectania.full_and_partial.fasta	91	no	0.06919308110169684	385
chimera_m75295/1493/CCS|F_and_m105533/1213/CCS|F_at_84_reversed_no_4	m75295/1493/CCS|F	Minimedusa.full_and_partial.fasta	m105533/1213/CCS|F	Naganishia.full_and_partial.fasta	84	no	0.01731421444346716	391
chimera_m29161/1910/CCS|F_and_m490507/1225/CCS|F_at_151_reversed_no_0	m29161/1910/CCS|F	Gonapodya.full_and_partial.fasta	m490507/1225/CCS|F	Gonapodya.full_and_partial.fasta	151	no	0.03542608270161325	751
chimera_m376187/781/CCS|F_and_m182468/404/CCS|F_at_161_reversed_no_1	m376187/781/CCS|F	Gonapodya.full_and_partial.fasta	m182468/404/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	161	no	0.08655818551787821	404
chimera_m235054/1183/CCS|F_and_m162392/1153/CCS|F_at_550_reversed_no_2	m235054/1183/CCS|F	Gonapodya.full_and_partial.fasta	m162392/1153/CCS|F	Amanita.full_and_partial.fasta	550	no	0.07099341060668853	550
chimera_m441106/1589/CCS|F_and_m68910/1455/CCS|F_at_529_reversed_no_3	m441106/1589/CCS|F	Gonapodya.full_and_partial.fasta	m68910/1455/CCS|F	Xanthoporia.full_and_partial.fasta	529	no	0.08202864670626278	620
chimera_m321631/749/CCS|F_and_m96196/486/CCS|F_at_168_reversed_no_4	m321631/749/CCS|F	Gonapodya.full_and_partial.fasta	m96196/486/CCS|F	Tapinella.full_and_partial.fasta	168	no	0.06874598757632057	486
chimera_m315752/2171/CCS|F_and_m238953/941/CCS|F_at_369_reversed_no_5	m315752/2171/CCS|F	Gonapodya.full_and_partial.fasta	m238953/941/CCS|F	Baltazaria.full_and_partial.fasta	369	no	0.007820628032962226	591
chimera_m125158/1462/CCS|F_and_m8988/1518/CCS|F_at_276_reversed_no_6	m125158/1462/CCS|F	Gonapodya.full_and_partial.fasta	m8988/1518/CCS|F	Peniophora.full_and_partial.fasta	276	no	0.03757389260311943	546
chimera_m48260/1002/CCS|F_and_m123265/1233/CCS|F_at_345_reversed_yes_0	m48260/1002/CCS|F	Rhizidium.full_and_partial.fasta	m123265/1233/CCS|F	Hastodontia.full_and_partial.fasta	345	yes	0.09698643148626161	436
chimera_m96656/1114/CCS|F_and_m73862/1356/CCS|F_at_418_reversed_no_1	m96656/1114/CCS|F	Rhizidium.full_and_partial.fasta	m73862/1356/CCS|F	Candida.full_and_partial.fasta	418	no	0.014445191078434394	418
chimera_m88087/727/CCS|F_and_m159913/711/CCS|F_at_161_reversed_no_2	m88087/727/CCS|F	Rhizidium.full_and_partial.fasta	m159913/711/CCS|F	Byssoporia.full_and_partial.fasta	161	no	0.06576831958032293	442
chimera_m411286/1337/CCS|F_and_m220816/1706/CCS|F_at_529_reversed_no_3	m411286/1337/CCS|F	Rhizidium.full_and_partial.fasta	m220816/1706/CCS|F	Naganishia_diffluens_1.full_and_partial.fasta	529	no	0.0764716418105171	529
chimera_m180496/804/CCS|F_and_m127275/1062/CCS|F_at_246_reversed_no_4	m180496/804/CCS|F	Rhizidium.full_and_partial.fasta	m127275/1062/CCS|F	Orbilia.full_and_partial.fasta	246	no	0.05888731580823414	425
chimera_m84404/1483/CCS|F_and_m364261/802/CCS|F_at_239_reversed_no_5	m84404/1483/CCS|F	Rhizidium.full_and_partial.fasta	m364261/802/CCS|F	Camarophyllopsis.full_and_partial.fasta	239	no	0.09878032293579529	502
chimera_m256008/1560/CCS|F_and_m342832/1525/CCS|F_at_572_reversed_no_6	m256008/1560/CCS|F	Rhizidium.full_and_partial.fasta	m342832/1525/CCS|F	Clavaria.full_and_partial.fasta	572	no	0.09853932984836965	591
chimera_m293495/1472/CCS|F_and_m2672/763/CCS|F_at_147_reversed_no_7	m293495/1472/CCS|F	Rhizidium.full_and_partial.fasta	m2672/763/CCS|F	Lactarius.full_and_partial.fasta	147	no	0.04439195854258758	636
chimera_m99277/993/CCS|F_and_m236222/623/CCS|F_at_319_reversed_no_0	m99277/993/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	m236222/623/CCS|F	Cladophialophora.full_and_partial.fasta	319	no	0.005091292692590801	396
chimera_m99277/993/CCS|F_and_m9709/675/CCS|F_at_123_reversed_no_1	m99277/993/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	m9709/675/CCS|F	Devriesia.full_and_partial.fasta	123	no	0.07019744827776458	446
chimera_m295125/1565/CCS|F_and_m188819/698/CCS|F_at_248_reversed_no_2	m295125/1565/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	m188819/698/CCS|F	Candida.full_and_partial.fasta	248	no	0.08215551437826318	448
chimera_m241487/1902/CCS|F_and_m210163/1227/CCS|F_at_402_reversed_no_3	m241487/1902/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	m210163/1227/CCS|F	Boletus.full_and_partial.fasta	402	no	0.07450983215488975	446
chimera_m149128/760/CCS|F_and_m68339/680/CCS|F_at_44_reversed_no_4	m149128/760/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	m68339/680/CCS|F	Cystfiloba.full_and_partial.fasta	44	no	0.03311874182381243	362
chimera_m258315/2095/CCS|F_and_m349889/597/CCS|F_at_289_reversed_yes_0	m258315/2095/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	m349889/597/CCS|F	Cystfiloba.full_and_partial.fasta	289	yes	0.07430210395989703	360
chimera_m71498/1232/CCS|F_and_m338569/357/CCS|F_at_197_reversed_no_1	m71498/1232/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	m338569/357/CCS|F	Venturia.full_and_partial.fasta	197	no	0.008408517624671555	357
chimera_m91410/1278/CCS|F_and_m100568/275/CCS|F_at_278_reversed_no_2	m91410/1278/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	m100568/275/CCS|F	Gymnopus_junquilleus_1.full_and_partial.fasta	278	no	0.022522737219838496	278
chimera_m42198/1596/CCS|F_and_m227572/275/CCS|F_at_331_reversed_no_3	m42198/1596/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	m227572/275/CCS|F	Otidea.full_and_partial.fasta	331	no	0.043556861286190844	331
chimera_m108978/677/CCS|F_and_m35773/299/CCS|F_at_305_reversed_no_4	m108978/677/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	m35773/299/CCS|F	Umbelopsis.full_and_partial.fasta	305	no	0.07249699369179627	305
chimera_m120898/1064/CCS|F_and_m204832/848/CCS|F_at_30_reversed_no_5	m120898/1064/CCS|F	Exophiala_moniliae_1.full_and_partial.fasta	m204832/848/CCS|F	Olpidium.full_and_partial.fasta	30	no	0.09928161408652886	355
chimera_m350185/1372/CCS|F_and_m73960/361/CCS|F_at_128_reversed_yes_0	m350185/1372/CCS|F	Microbotryum.full_and_partial.fasta	m73960/361/CCS|F	Orbilia.full_and_partial.fasta	128	yes	0.04233503208402334	361
chimera_m140355/1263/CCS|F_and_m257687/596/CCS|F_at_134_reversed_no_1	m140355/1263/CCS|F	Microbotryum.full_and_partial.fasta	m257687/596/CCS|F	Candida.full_and_partial.fasta	134	no	0.08397365531199327	360
chimera_m313891/1489/CCS|F_and_m57912/964/CCS|F_at_345_reversed_no_2	m313891/1489/CCS|F	Microbotryum.full_and_partial.fasta	m57912/964/CCS|F	Venturia.full_and_partial.fasta	345	no	0.007888350419171214	370
chimera_m177225/1422/CCS|F_and_m139619/334/CCS|F_at_190_reversed_no_3	m177225/1422/CCS|F	Microbotryum.full_and_partial.fasta	m139619/334/CCS|F	Gymnopus_pseudomphalodes_1.full_and_partial.fasta	190	no	0.03151883476890073	334
chimera_m365549/742/CCS|F_and_m153552/1059/CCS|F_at_200_reversed_no_4	m365549/742/CCS|F	Microbotryum.full_and_partial.fasta	m153552/1059/CCS|F	Cystobasidium_psychroaquaticum_1.full_and_partial.fasta	200	no	0.03708690293925296	366
chimera_m263135/1289/CCS|F_and_m305972/288/CCS|F_at_108_reversed_no_0	m263135/1289/CCS|F	Symmetrospora_symmetrica_1.full_and_partial.fasta	m305972/288/CCS|F	Russula.full_and_partial.fasta	108	no	0.017011883845926987	288
chimera_m45510/1280/CCS|F_and_m4435/319/CCS|F_at_104_reversed_no_1	m45510/1280/CCS|F	Symmetrospora_symmetrica_1.full_and_partial.fasta	m4435/319/CCS|F	Rhizoclosmatium.full_and_partial.fasta	104	no	0.0029520843921905238	319
chimera_m92013/1263/CCS|F_and_m131885/295/CCS|F_at_196_reversed_no_2	m92013/1263/CCS|F	Symmetrospora_symmetrica_1.full_and_partial.fasta	m131885/295/CCS|F	Rhizopus.full_and_partial.fasta	196	no	0.013524579782677154	295
chimera_m173708/1904/CCS|F_and_m289237/330/CCS|F_at_101_reversed_no_3	m173708/1904/CCS|F	Symmetrospora_symmetrica_1.full_and_partial.fasta	m289237/330/CCS|F	Ustilago_filiformis_1.full_and_partial.fasta	101	no	0.03905351679460671	330
chimera_m134364/1219/CCS|F_and_m333217/301/CCS|F_at_53_reversed_yes_0	m134364/1219/CCS|F	Cystofilobasidium.full_and_partial.fasta	m333217/301/CCS|F	Cystoderma.full_and_partial.fasta	53	yes	0.024231472830459927	301
chimera_m46054/758/CCS|F_and_m250723/340/CCS|F_at_69_reversed_no_1	m46054/758/CCS|F	Cystofilobasidium.full_and_partial.fasta	m250723/340/CCS|F	Rhizopus.full_and_partial.fasta	69	no	0.06208204842805862	340
chimera_m174691/1349/CCS|F_and_m193040/344/CCS|F_at_265_reversed_no_0	m174691/1349/CCS|F	Absidia_caerulea_1.full_and_partial.fasta	m193040/344/CCS|F	Mucor_silvaticus_1.full_and_partial.fasta	265	no	0.03901034407690236	344
chimera_m296219/1615/CCS|F_and_m49025/1377/CCS|F_at_232_reversed_no_1	m296219/1615/CCS|F	Absidia_caerulea_1.full_and_partial.fasta	m49025/1377/CCS|F	Cystobasidium_psychroaquaticum_1.full_and_partial.fasta	232	no	0.0679364216671347	353
chimera_m65111/1432/CCS|F_and_m21361/338/CCS|F_at_357_reversed_no_2	m65111/1432/CCS|F	Absidia_caerulea_1.full_and_partial.fasta	m21361/338/CCS|F	Ampulloclitocybe.full_and_partial.fasta	357	no	0.006318345897388611	357
chimera_m245147/1606/CCS|F_and_m357066/281/CCS|F_at_253_reversed_no_3	m245147/1606/CCS|F	Absidia_caerulea_1.full_and_partial.fasta	m357066/281/CCS|F	Rhizophlyctis.full_and_partial.fasta	253	no	0.006052983671243337	281
chimera_m258247/530/CCS|F_and_m69879/323/CCS|F_at_273_reversed_no_4	m258247/530/CCS|F	Absidia_caerulea_1.full_and_partial.fasta	m69879/323/CCS|F	Otidea.full_and_partial.fasta	273	no	0.04331492346118782	323
chimera_m133855/1462/CCS|F_and_m36582/1414/CCS|F_at_247_reversed_no_5	m133855/1462/CCS|F	Absidia_caerulea_1.full_and_partial.fasta	m36582/1414/CCS|F	Cystobasidium.full_and_partial.fasta	247	no	0.010301437403947095	369
chimera_m100011/1077/CCS|F_and_m30623/343/CCS|F_at_291_reversed_no_0	m100011/1077/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	m30623/343/CCS|F	Gomphidius.full_and_partial.fasta	291	no	0.08690095513572274	343
chimera_m105354/1424/CCS|F_and_m66648/513/CCS|F_at_51_reversed_no_1	m105354/1424/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	m66648/513/CCS|F	Wallemia.full_and_partial.fasta	51	no	0.08241529966128686	342
chimera_m214553/1071/CCS|F_and_m73960/361/CCS|F_at_113_reversed_no_2	m214553/1071/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	m73960/361/CCS|F	Orbilia.full_and_partial.fasta	113	no	0.08642038167395022	361
chimera_m208488/1678/CCS|F_and_m133036/357/CCS|F_at_353_reversed_no_3	m208488/1678/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	m133036/357/CCS|F	Hyphodontia.full_and_partial.fasta	353	no	0.008850625602186926	357
chimera_m153459/548/CCS|F_and_m33392/338/CCS|F_at_317_reversed_no_4	m153459/548/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	m33392/338/CCS|F	Plicaturopsis.full_and_partial.fasta	317	no	0.09472245103291192	338
chimera_m251716/783/CCS|F_and_m136092/361/CCS|F_at_4_reversed_no_5	m251716/783/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	m136092/361/CCS|F	Filobasidium.full_and_partial.fasta	4	no	0.04694718173178576	361
chimera_m228319/1371/CCS|F_and_m48441/323/CCS|F_at_111_reversed_no_0	m228319/1371/CCS|F	Rhizopus.full_and_partial.fasta	m48441/323/CCS|F	Taphrina.full_and_partial.fasta	111	no	0.049727151394590816	323
chimera_m57011/1477/CCS|F_and_m128900/305/CCS|F_at_285_reversed_no_1	m57011/1477/CCS|F	Rhizopus.full_and_partial.fasta	m128900/305/CCS|F	Byssoporia.full_and_partial.fasta	285	no	0.06237733422611287	305
chimera_m56019/1667/CCS|F_and_m334100/699/CCS|F_at_279_reversed_no_2	m56019/1667/CCS|F	Rhizopus.full_and_partial.fasta	m334100/699/CCS|F	Candida.full_and_partial.fasta	279	no	0.05188911185399278	350
chimera_m138932/1136/CCS|F_and_m366006/298/CCS|F_at_92_reversed_yes_0	m138932/1136/CCS|F	Coralloidiomyces.full_and_partial.fasta	m366006/298/CCS|F	Gonapodya.full_and_partial.fasta	92	yes	0.018095166678736438	298
chimera_m126663/1489/CCS|F_and_m80402/271/CCS|F_at_61_reversed_no_1	m126663/1489/CCS|F	Coralloidiomyces.full_and_partial.fasta	m80402/271/CCS|F	Tausonia.full_and_partial.fasta	61	no	0.07881312499531237	271
chimera_m138932/1136/CCS|F_and_m2037/305/CCS|F_at_135_reversed_no_2	m138932/1136/CCS|F	Coralloidiomyces.full_and_partial.fasta	m2037/305/CCS|F	Solicoccozyma.full_and_partial.fasta	135	no	0.004142322673062124	305
chimera_m277106/1309/CCS|F_and_m11386/353/CCS|F_at_188_reversed_no_3	m277106/1309/CCS|F	Coralloidiomyces.full_and_partial.fasta	m11386/353/CCS|F	Malassezia_globosa_1.full_and_partial.fasta	188	no	0.03421424123719423	353
chimera_m44622/797/CCS|F_and_m131885/295/CCS|F_at_229_reversed_no_4	m44622/797/CCS|F	Coralloidiomyces.full_and_partial.fasta	m131885/295/CCS|F	Rhizopus.full_and_partial.fasta	229	no	0.06171734270002426	295
chimera_m137072/516/CCS|F_and_m159799/311/CCS|F_at_176_reversed_no_5	m137072/516/CCS|F	Coralloidiomyces.full_and_partial.fasta	m159799/311/CCS|F	Exophiala_sal.full_and_partial.fasta	176	no	0.07466260247856712	311
chimera_m286396/884/CCS|F_and_m199350/1316/CCS|F_at_135_reversed_yes_0	m286396/884/CCS|F	Mucor_hiemalis_1.full_and_partial.fasta	m199350/1316/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	135	yes	0.013408903405577252	347
chimera_m120111/1161/CCS|F_and_m80367/341/CCS|F_at_379_reversed_no_1	m120111/1161/CCS|F	Mucor_hiemalis_1.full_and_partial.fasta	m80367/341/CCS|F	Hypholoma_capnoides_1.full_and_partial.fasta	379	no	0.06265108634182864	379
chimera_m161298/1465/CCS|F_and_m438848/427/CCS|F_at_169_reversed_no_2	m161298/1465/CCS|F	Mucor_hiemalis_1.full_and_partial.fasta	m438848/427/CCS|F	Arcticomyces.full_and_partial.fasta	169	no	0.09210861781015085	350
chimera_m115674/1230/CCS|F_and_m35773/299/CCS|F_at_184_reversed_no_0	m115674/1230/CCS|F	Cystoderma_jasonis_1.full_and_partial.fasta	m35773/299/CCS|F	Umbelopsis.full_and_partial.fasta	184	no	0.021445708036289896	299
chimera_m234554/1071/CCS|F_and_m150957/392/CCS|F_at_180_reversed_no_1	m234554/1071/CCS|F	Cystoderma_jasonis_1.full_and_partial.fasta	m150957/392/CCS|F	Sphagnurus.full_and_partial.fasta	180	no	0.002821814743425438	392
chimera_m242704/681/CCS|F_and_m72024/663/CCS|F_at_236_reversed_no_2	m242704/681/CCS|F	Cystoderma_jasonis_1.full_and_partial.fasta	m72024/663/CCS|F	Pseudoplectania_nigrella_1.full_and_partial.fasta	236	no	0.07524747351745666	378
chimera_m74098/892/CCS|F_and_m121370/281/CCS|F_at_127_reversed_no_0	m74098/892/CCS|F	Phlebia.full_and_partial.fasta	m121370/281/CCS|F	Exidia.full_and_partial.fasta	127	no	0.0828280312187136	281
chimera_m118570/1194/CCS|F_and_m8072/323/CCS|F_at_125_reversed_no_1	m118570/1194/CCS|F	Phlebia.full_and_partial.fasta	m8072/323/CCS|F	Cladophialophora.full_and_partial.fasta	125	no	0.05366006288712261	323
chimera_m284463/1934/CCS|F_and_m195065/1575/CCS|T_at_126_reversed_yes_0	m284463/1934/CCS|F	Geranomyces.full_and_partial.fasta	m195065/1575/CCS|T	Cenococcum.full_and_partial.fasta	126	yes	0.0598598516445608	444
chimera_m297932/1033/CCS|F_and_m16376/418/CCS|F_at_115_reversed_no_1	m297932/1033/CCS|F	Geranomyces.full_and_partial.fasta	m16376/418/CCS|F	Debaryomyces.full_and_partial.fasta	115	no	0.0874691782215122	418
chimera_m162848/1606/CCS|F_and_m57081/695/CCS|F_at_371_reversed_no_2	m162848/1606/CCS|F	Geranomyces.full_and_partial.fasta	m57081/695/CCS|F	Candida.full_and_partial.fasta	371	no	0.005634058704842765	371
chimera_m363039/1353/CCS|F_and_m262375/612/CCS|F_at_396_reversed_no_3	m363039/1353/CCS|F	Geranomyces.full_and_partial.fasta	m262375/612/CCS|F	Mucor_microsporus_1.full_and_partial.fasta	396	no	0.027833679883523033	455
chimera_m76755/1258/CCS|F_and_m99748/1213/CCS|F_at_468_reversed_no_4	m76755/1258/CCS|F	Geranomyces.full_and_partial.fasta	m99748/1213/CCS|F	Burgoa.full_and_partial.fasta	468	no	0.05042427985978061	468
chimera_m97658/1026/CCS|F_and_m11632/664/CCS|F_at_314_reversed_yes_0	m97658/1026/CCS|F	Amanita.full_and_partial.fasta	m11632/664/CCS|F	Cladophialophora.full_and_partial.fasta	314	yes	0.04680658793094018	383
chimera_m168502/864/CCS|F_and_m73515/379/CCS|F_at_88_reversed_no_1	m168502/864/CCS|F	Amanita.full_and_partial.fasta	m73515/379/CCS|F	Gonapodya.full_and_partial.fasta	88	no	0.0163748418269605	379
chimera_m223081/813/CCS|F_and_m98302/381/CCS|F_at_258_reversed_no_2	m223081/813/CCS|F	Amanita.full_and_partial.fasta	m98302/381/CCS|F	Trechispora_hymenocystis_1.full_and_partial.fasta	258	no	0.08049377650395716	381
chimera_m273496/1296/CCS|F_and_m254519/265/CCS|F_at_280_reversed_no_3	m273496/1296/CCS|F	Amanita.full_and_partial.fasta	m254519/265/CCS|F	Chalciporus.full_and_partial.fasta	280	no	0.004098920171115475	280
chimera_m102674/575/CCS|F_and_m305972/288/CCS|F_at_86_reversed_no_4	m102674/575/CCS|F	Amanita.full_and_partial.fasta	m305972/288/CCS|F	Russula.full_and_partial.fasta	86	no	0.07508261822610715	288
chimera_m93033/1017/CCS|F_and_m173851/332/CCS|F_at_331_reversed_no_0	m93033/1017/CCS|F	Umbelopsis.full_and_partial.fasta	m173851/332/CCS|F	Melampsora.full_and_partial.fasta	331	no	0.06893632010775605	332
chimera_m97959/873/CCS|F_and_m141069/353/CCS|F_at_177_reversed_no_1	m97959/873/CCS|F	Umbelopsis.full_and_partial.fasta	m141069/353/CCS|F	Exophiala.full_and_partial.fasta	177	no	0.060719743041370414	353
chimera_m291107/1135/CCS|F_and_m253037/311/CCS|T_at_158_reversed_no_2	m291107/1135/CCS|F	Umbelopsis.full_and_partial.fasta	m253037/311/CCS|T	Cenococcum.full_and_partial.fasta	158	no	0.0937919811504561	311
chimera_m242808/1370/CCS|F_and_m210097/347/CCS|F_at_336_reversed_no_3	m242808/1370/CCS|F	Umbelopsis.full_and_partial.fasta	m210097/347/CCS|F	Amanita.full_and_partial.fasta	336	no	0.0664721690768949	347
chimera_m317205/1055/CCS|F_and_m101486/336/CCS|F_at_39_reversed_no_4	m317205/1055/CCS|F	Umbelopsis.full_and_partial.fasta	m101486/336/CCS|F	Tomentella.full_and_partial.fasta	39	no	0.04419957726147138	336
chimera_m182516/850/CCS|F_and_m36959/674/CCS|F_at_299_reversed_no_0	m182516/850/CCS|F	Pluteus.full_and_partial.fasta	m36959/674/CCS|F	Olpidium.full_and_partial.fasta	299	no	0.018314089408434472	389
chimera_m81261/1806/CCS|F_and_m300273/714/CCS|T_at_245_reversed_no_1	m81261/1806/CCS|F	Pluteus.full_and_partial.fasta	m300273/714/CCS|T	Cenococcum.full_and_partial.fasta	245	no	0.019074163451044082	403
chimera_m164297/1068/CCS|F_and_m202719/325/CCS|F_at_222_reversed_no_2	m164297/1068/CCS|F	Pluteus.full_and_partial.fasta	m202719/325/CCS|F	Xylodon_rimosissimus_1.full_and_partial.fasta	222	no	0.07473578810838846	325
chimera_m186788/915/CCS|F_and_m7233/297/CCS|F_at_132_reversed_no_3	m186788/915/CCS|F	Pluteus.full_and_partial.fasta	m7233/297/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	132	no	0.09518371481683525	297
chimera_m180867/1404/CCS|F_and_m249896/1189/CCS|F_at_205_reversed_yes_0	m180867/1404/CCS|F	Blyttiomyces.full_and_partial.fasta	m249896/1189/CCS|F	Cystfiloba.full_and_partial.fasta	205	yes	0.032591879863598905	390
chimera_m200472/883/CCS|F_and_m107180/333/CCS|F_at_268_reversed_no_1	m200472/883/CCS|F	Blyttiomyces.full_and_partial.fasta	m107180/333/CCS|F	Cantharellula.full_and_partial.fasta	268	no	0.04693882836435952	333
chimera_m36662/1112/CCS|F_and_m213854/382/CCS|F_at_129_reversed_no_2	m36662/1112/CCS|F	Blyttiomyces.full_and_partial.fasta	m213854/382/CCS|F	Clavaria.full_and_partial.fasta	129	no	0.07753865056031017	382
chimera_m13693/1046/CCS|F_and_m81187/369/CCS|F_at_284_reversed_no_3	m13693/1046/CCS|F	Blyttiomyces.full_and_partial.fasta	m81187/369/CCS|F	Cystobasidium_laryngis_1.full_and_partial.fasta	284	no	0.08259870392870797	369
chimera_m267913/1691/CCS|F_and_m226662/936/CCS|F_at_281_reversed_no_4	m267913/1691/CCS|F	Blyttiomyces.full_and_partial.fasta	m226662/936/CCS|F	Olpidium.full_and_partial.fasta	281	no	0.04172638064479539	372
chimera_m244595/942/CCS|F_and_m191723/328/CCS|F_at_238_reversed_no_5	m244595/942/CCS|F	Blyttiomyces.full_and_partial.fasta	m191723/328/CCS|F	Microbotryum.full_and_partial.fasta	238	no	0.006018963531182975	328
chimera_m197238/1436/CCS|F_and_m186993/369/CCS|F_at_144_reversed_no_6	m197238/1436/CCS|F	Blyttiomyces.full_and_partial.fasta	m186993/369/CCS|F	Paxillus.full_and_partial.fasta	144	no	0.09178045635893667	369
chimera_m109799/1621/CCS|F_and_m259063/769/CCS|F_at_373_reversed_yes_0	m109799/1621/CCS|F	Gymnopus_pseudomphalodes_1.full_and_partial.fasta	m259063/769/CCS|F	Trechispora_byssinella_1.full_and_partial.fasta	373	yes	0.0214589354509898	429
chimera_m174634/1223/CCS|F_and_m159063/1054/CCS|F_at_51_reversed_no_1	m174634/1223/CCS|F	Gymnopus_pseudomphalodes_1.full_and_partial.fasta	m159063/1054/CCS|F	Coralloidiomyces.full_and_partial.fasta	51	no	0.021052951696819602	410
chimera_m169166/1296/CCS|F_and_m127799/1053/CCS|F_at_82_reversed_no_2	m169166/1296/CCS|F	Gymnopus_pseudomphalodes_1.full_and_partial.fasta	m127799/1053/CCS|F	Xylodon.full_and_partial.fasta	82	no	0.01988522297678791	445
chimera_m35062/935/CCS|F_and_m33287/1511/CCS|F_at_219_reversed_no_3	m35062/935/CCS|F	Gymnopus_pseudomphalodes_1.full_and_partial.fasta	m33287/1511/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	219	no	0.036463807365625475	370
chimera_m114441/1434/CCS|F_and_m29074/1035/CCS|F_at_180_reversed_no_4	m114441/1434/CCS|F	Gymnopus_pseudomphalodes_1.full_and_partial.fasta	m29074/1035/CCS|F	Rhodosporidiobolus.full_and_partial.fasta	180	no	0.07432391927287559	370
chimera_m192158/882/CCS|F_and_m125765/621/CCS|F_at_37_reversed_no_5	m192158/882/CCS|F	Gymnopus_pseudomphalodes_1.full_and_partial.fasta	m125765/621/CCS|F	Cystobasidium.full_and_partial.fasta	37	no	0.006985696784986145	399
chimera_m193965/1399/CCS|F_and_m31847/390/CCS|F_at_131_reversed_no_0	m193965/1399/CCS|F	Merulicium.full_and_partial.fasta	m31847/390/CCS|F	Gymnopus_dryophilus_1.full_and_partial.fasta	131	no	0.034377182345239676	390
chimera_m27020/905/CCS|F_and_m50644/680/CCS|F_at_40_reversed_no_1	m27020/905/CCS|F	Merulicium.full_and_partial.fasta	m50644/680/CCS|F	Cyphellophora.full_and_partial.fasta	40	no	0.013702025265501155	422
chimera_m27020/905/CCS|F_and_m3624/400/CCS|F_at_15_reversed_no_2	m27020/905/CCS|F	Merulicium.full_and_partial.fasta	m3624/400/CCS|F	Clavaria.full_and_partial.fasta	15	no	0.04960109445246432	400
chimera_m135186/1178/CCS|F_and_m88075/401/CCS|F_at_386_reversed_no_3	m135186/1178/CCS|F	Merulicium.full_and_partial.fasta	m88075/401/CCS|F	Hyphodontia.full_and_partial.fasta	386	no	0.02490575687849278	401
chimera_m157051/1417/CCS|F_and_m26241/385/CCS|F_at_225_reversed_no_4	m157051/1417/CCS|F	Merulicium.full_and_partial.fasta	m26241/385/CCS|F	Symmetrospora_symmetrica_1.full_and_partial.fasta	225	no	0.042289411286358006	385
